emoji_1,emoji_2,emoji_3,emoji_4,emoji_5,emoji_6,emoji_7,emoji_8,emoji_9,emoji_10,emoji_11,emoji_12,emoji_13,label
34,212,198,179,184,26,16,106,156,106,117,16,34,0
106,34,179,22,16,198,26,7,34,56,106,16,117,1
16,26,34,170,106,179,36,198,40,34,16,117,106,1
34,26,176,16,48,198,106,179,89,106,34,16,117,1
206,106,26,49,179,16,34,198,67,106,16,34,117,1
198,165,34,16,26,78,179,106,117,5,16,34,106,0
34,94,16,179,106,169,198,26,34,106,16,185,117,0
16,106,198,179,26,34,193,52,149,34,117,106,16,0
26,167,57,106,179,34,16,198,106,34,117,16,32,1
198,179,34,42,16,106,26,188,8,117,34,106,16,1
16,34,26,40,179,198,106,192,43,117,34,16,106,1
179,26,16,25,31,106,34,198,181,16,34,117,106,1
198,18,16,61,106,26,179,34,117,34,106,100,16,1
45,179,16,26,34,57,198,106,16,117,194,106,34,1
17,26,106,34,179,16,191,198,16,117,33,106,34,1
104,34,106,198,16,26,179,60,194,117,34,16,106,0
179,26,198,160,106,16,51,34,34,117,16,8,106,0
190,34,198,106,26,16,179,213,117,34,16,106,168,1
106,16,179,167,34,137,198,26,117,106,34,16,122,1
179,16,4,103,198,106,34,26,106,34,197,16,117,0
106,34,16,151,179,26,17,198,117,16,32,106,34,1
179,106,17,34,198,26,93,16,206,16,106,34,117,0
34,198,67,179,26,16,121,106,77,117,16,34,106,0
198,106,16,119,48,34,179,26,106,117,16,34,213,0
179,16,61,26,34,198,37,106,117,16,34,106,199,0
106,62,198,137,26,179,16,34,16,101,106,117,34,0
26,36,34,11,198,106,16,179,106,78,34,16,117,1
194,26,34,16,179,60,198,106,117,34,106,16,133,1
16,106,26,198,34,179,69,183,10,34,106,16,117,1
106,200,198,34,16,197,179,26,156,117,16,106,34,1
198,174,106,16,34,179,72,26,16,118,34,117,106,0
198,179,34,16,106,26,149,132,152,106,117,16,34,1
191,106,179,12,34,198,16,26,16,117,34,106,178,0
160,34,106,16,179,198,26,182,122,16,34,106,117,0
179,16,198,189,34,47,106,26,16,34,175,106,117,1
26,106,201,123,16,179,34,198,106,117,34,16,92,0
34,26,55,179,16,79,198,106,106,34,199,16,117,1
175,34,198,26,16,179,106,115,106,19,16,34,117,1
105,106,179,71,26,16,198,34,34,117,106,16,188,0
26,198,179,16,114,96,106,34,34,187,16,117,106,0
198,106,16,26,136,179,34,120,83,16,117,34,106,0
198,179,34,106,85,16,199,26,106,16,204,117,34,1
198,17,34,16,139,26,106,179,106,16,34,117,208,1
124,179,16,106,34,198,26,70,117,78,34,106,16,0
198,26,38,106,56,34,16,179,117,106,134,16,34,0
26,198,106,12,179,16,34,165,34,16,117,101,106,1
5,34,106,145,26,179,16,198,40,117,106,34,16,1
34,106,26,205,179,198,89,16,117,34,106,16,183,0
198,34,179,24,26,6,16,106,117,5,106,16,34,0
179,51,26,155,106,34,198,16,106,34,16,6,117,0
34,198,179,99,26,7,106,16,16,117,106,118,34,1
106,198,16,60,26,34,72,179,34,72,16,106,117,0
198,26,106,155,34,124,179,16,34,106,117,56,16,1
179,16,198,34,26,141,213,106,117,106,16,34,76,1
198,65,175,106,16,34,179,26,117,16,34,106,175,0
171,106,179,16,198,34,152,26,106,16,152,34,117,0
26,106,183,16,34,90,179,198,106,167,117,34,16,1
26,106,16,20,179,34,210,198,117,16,206,34,106,0
160,179,26,34,48,198,106,16,117,34,106,104,16,1
34,56,179,26,16,47,198,106,117,105,106,16,34,0
198,212,110,16,179,34,26,106,187,117,106,16,34,0
48,26,42,16,106,198,179,34,16,34,117,204,106,1
179,198,55,34,26,106,151,16,201,106,117,34,16,1
16,26,51,106,96,34,198,179,106,168,117,16,34,0
106,26,198,34,179,77,177,16,16,117,94,34,106,0
198,26,84,106,34,16,179,178,189,34,16,117,106,0
179,26,16,34,193,97,106,198,34,16,122,106,117,0
110,16,187,198,26,34,179,106,117,34,16,208,106,1
106,26,175,121,34,198,16,179,117,34,106,16,41,1
198,34,182,16,26,106,88,179,106,117,45,34,16,0
16,26,57,34,198,62,106,179,117,186,16,106,34,0
16,20,106,179,198,34,29,26,117,186,16,106,34,1
179,198,26,34,120,104,106,16,16,134,117,34,106,0
26,198,179,76,34,106,16,162,117,106,133,34,16,1
133,198,106,34,16,109,179,26,201,117,16,106,34,0
16,26,36,198,179,34,106,70,34,106,16,150,117,1
16,107,182,198,179,34,106,26,106,189,16,34,117,0
198,131,16,34,179,26,101,106,34,117,48,16,106,0
198,16,26,34,145,193,179,106,117,106,128,34,16,1
198,34,167,26,16,106,179,46,76,106,117,16,34,1
26,106,203,179,16,18,198,34,16,117,134,34,106,0
77,106,26,95,34,198,16,179,117,16,34,106,5,0
34,26,179,106,76,16,121,198,16,101,34,106,117,0
26,106,163,179,198,16,34,100,34,117,106,16,156,0
106,151,179,80,198,26,34,16,106,34,16,117,122,0
26,195,146,198,179,34,16,106,117,183,16,34,106,0
26,198,16,179,66,140,34,106,16,117,106,18,34,1
16,179,34,36,26,106,28,198,106,16,117,34,55,0
16,196,179,198,34,26,106,101,117,187,106,16,34,0
163,106,213,34,16,26,198,179,117,16,34,212,106,1
33,106,16,155,34,198,26,179,168,117,16,106,34,1
198,168,34,26,179,3,106,16,106,189,16,117,34,0
171,26,34,198,94,16,106,179,117,45,106,34,16,1
17,34,179,16,26,106,198,158,34,117,16,1,106,1
106,159,179,16,102,26,34,198,34,187,117,16,106,0
106,198,34,26,16,179,175,177,16,75,117,34,106,1
198,26,94,16,61,34,106,179,106,16,34,117,101,1
34,198,174,128,179,16,106,26,12,34,106,16,117,0
16,106,164,179,20,198,26,34,106,34,32,117,16,1
34,144,153,198,106,26,179,16,117,16,34,106,118,0
148,212,106,26,34,198,16,179,34,103,117,106,16,1
69,26,18,16,179,34,106,198,117,106,16,154,34,1
189,179,16,116,26,106,34,198,106,194,34,117,16,1
26,27,16,106,34,179,207,198,106,16,117,128,34,1
16,26,198,179,202,104,106,34,106,117,16,34,55,0
201,34,198,16,179,106,26,74,156,106,34,117,16,0
106,198,28,16,195,34,179,26,106,104,117,34,16,1
29,198,94,106,26,179,16,34,199,117,16,34,106,1
34,11,26,106,53,198,179,16,16,106,34,159,117,0
106,34,179,16,32,205,198,26,16,117,106,34,63,0
34,179,106,198,36,16,26,35,101,106,117,34,16,1
179,16,45,198,106,34,26,155,117,106,154,34,16,1
198,72,26,34,16,179,106,138,34,117,106,53,16,1
167,26,34,16,106,179,198,107,16,106,117,40,34,1
26,179,34,16,106,198,5,109,117,62,34,16,106,1
160,179,106,198,32,26,34,16,106,18,117,34,16,1
34,160,198,106,179,26,16,36,106,34,204,16,117,1
26,179,182,106,16,138,198,34,37,106,34,117,16,0
133,198,26,106,179,120,34,16,106,117,167,34,16,0
106,93,92,16,179,34,26,198,34,16,106,117,55,0
106,50,26,16,198,58,179,34,183,106,16,117,34,0
182,16,179,26,163,34,106,198,106,16,117,34,43,0
179,106,198,16,141,17,34,26,106,16,117,34,152,1
86,26,16,180,179,106,34,198,34,16,103,106,117,1
195,16,179,34,106,198,26,155,114,34,16,106,117,1
24,18,198,16,26,34,106,179,106,114,117,34,16,0
62,34,26,198,106,179,210,16,36,117,106,34,16,0
106,179,34,4,26,198,194,16,16,106,34,207,117,0
34,16,49,198,179,26,118,106,66,34,117,106,16,0
15,67,106,179,34,198,16,26,16,34,106,51,117,1
26,106,179,198,34,7,16,145,34,150,106,16,117,1
26,51,16,34,179,106,163,198,117,34,12,16,106,0
171,26,179,106,34,16,198,40,117,106,34,16,189,0
34,106,160,16,167,26,179,198,106,16,34,117,20,1
26,198,34,179,10,16,106,54,117,16,106,34,189,0
179,165,106,26,183,198,16,34,16,117,34,199,106,1
16,13,26,34,9,179,198,106,117,16,106,180,34,0
34,106,55,198,16,179,151,26,16,34,106,117,75,1
16,179,26,65,66,198,34,106,34,117,207,16,106,0
198,106,16,46,34,179,26,56,34,106,117,181,16,1
34,106,193,88,26,198,16,179,106,58,16,34,117,1
101,98,26,16,106,179,198,34,16,17,34,117,106,0
106,198,104,35,26,34,16,179,106,34,16,117,133,0
198,106,8,16,26,34,179,126,34,106,189,117,16,0
184,26,16,34,106,179,198,43,34,16,58,106,117,0
16,106,108,198,179,26,34,17,185,106,34,117,16,0
167,179,26,16,198,129,106,34,16,117,43,106,34,1
179,34,106,38,26,149,16,198,34,118,117,106,16,1
16,67,179,147,34,198,26,106,106,34,117,16,195,0
32,26,179,16,106,34,119,198,16,106,67,34,117,1
120,16,34,156,106,198,26,179,117,34,45,16,106,1
19,16,106,198,26,179,174,34,34,106,16,117,118,1
179,106,198,34,121,26,16,5,16,117,106,122,34,0
198,16,179,34,106,68,206,26,34,16,117,106,72,1
106,179,198,42,185,26,16,34,34,183,117,16,106,0
106,34,119,198,16,179,26,105,187,106,34,16,117,0
179,210,106,26,198,43,16,34,16,117,197,34,106,0
106,167,129,34,16,179,198,26,34,92,106,16,117,0
198,179,141,106,26,16,178,34,25,117,16,106,34,1
10,198,26,95,179,16,106,34,16,34,106,125,117,1
34,58,26,179,198,163,16,106,34,118,106,117,16,1
179,26,106,201,16,34,198,171,201,117,106,16,34,0
34,179,16,178,26,106,198,14,16,117,106,34,122,0
179,34,198,131,106,26,16,36,34,193,16,106,117,1
100,179,106,132,198,34,16,26,136,106,34,16,117,1
198,34,16,32,179,26,65,106,34,106,117,208,16,0
179,35,198,16,34,212,26,106,34,117,106,128,16,1
34,179,193,16,198,26,44,106,106,34,16,117,188,1
16,106,179,26,186,148,198,34,106,48,34,16,117,0
106,26,198,136,16,210,179,34,117,34,106,16,76,0
26,34,198,155,179,106,16,197,117,106,16,34,175,1
179,26,209,106,34,198,16,156,8,34,16,117,106,1
145,104,106,26,179,198,16,34,117,66,106,34,16,0
16,198,179,113,159,106,26,34,40,34,16,106,117,0
106,179,198,16,26,17,34,145,159,106,16,34,117,1
16,34,31,187,198,106,179,26,201,34,117,16,106,1
16,198,179,174,26,34,62,106,34,149,117,106,16,0
179,77,106,198,16,34,184,26,117,37,16,34,106,1
106,179,55,198,26,16,34,91,117,16,45,106,34,1
106,26,34,198,177,179,16,105,117,204,106,34,16,0
179,106,198,26,132,10,34,16,16,17,117,34,106,1
198,26,80,34,106,192,179,16,134,34,16,117,106,0
26,34,72,106,16,179,198,163,34,16,106,117,175,0
198,16,6,26,106,34,140,179,106,180,34,16,117,1
58,34,106,198,16,13,26,179,16,128,34,106,117,1
26,49,16,179,34,198,106,105,16,212,106,34,117,0
106,174,179,26,34,183,16,198,34,37,16,117,106,1
2,17,106,198,34,16,26,179,117,16,168,34,106,1
142,213,198,34,16,26,179,106,51,34,16,117,106,1
16,34,106,26,178,179,210,198,117,34,9,16,106,1
181,16,15,106,179,198,26,34,106,34,117,20,16,0
26,18,106,34,198,2,179,16,117,16,106,186,34,0
198,34,16,106,26,179,81,19,66,117,16,106,34,0
4,198,26,189,179,34,106,16,16,34,106,89,117,1
16,26,30,198,106,34,179,89,117,106,34,149,16,0
16,179,198,106,34,78,26,52,34,106,16,117,6,1
183,16,179,34,26,171,106,198,207,117,106,16,34,0
197,198,179,106,88,34,26,16,194,106,34,16,117,1
179,26,16,34,82,106,198,76,106,117,16,34,118,0
16,212,106,198,179,26,34,85,175,16,117,106,34,0
34,179,80,16,198,26,81,106,16,106,45,117,34,0
94,26,198,16,158,179,34,106,149,34,106,16,117,0
16,34,106,75,26,157,179,198,36,106,16,117,34,0
179,26,24,5,16,34,198,106,16,117,34,149,106,0
211,207,179,16,34,26,198,106,106,117,124,34,16,1
26,106,95,178,16,179,34,198,34,117,106,56,16,1
198,16,26,106,179,34,154,130,117,16,34,124,106,0
167,106,26,198,34,203,179,16,34,117,106,134,16,1
106,16,34,90,198,179,26,186,189,16,106,34,117,0
166,26,179,34,106,198,37,16,195,117,16,34,106,0
16,106,198,159,179,26,34,99,25,34,16,106,117,1
34,106,198,179,16,156,26,97,19,106,34,117,16,1
179,106,26,34,112,198,1,16,117,16,106,34,186,0
106,13,179,198,16,34,26,76,41,117,34,16,106,1
34,26,179,5,16,198,106,146,16,34,117,43,106,1
106,198,47,16,179,26,136,34,117,37,16,106,34,0
179,34,79,124,26,198,16,106,34,16,77,106,117,1
106,34,16,26,179,72,198,210,117,25,34,16,106,1
198,16,48,179,26,34,106,98,34,16,117,106,77,1
37,106,29,198,26,16,179,34,106,34,8,117,16,0
106,16,179,34,26,198,150,28,34,16,154,117,106,1
132,26,106,34,198,16,179,104,117,1,106,34,16,1
198,106,4,26,193,179,34,16,34,16,106,178,117,0
132,106,26,34,179,198,16,9,185,117,106,16,34,0
16,99,198,26,106,179,193,34,16,117,154,106,34,1
198,26,141,106,34,179,45,16,182,16,106,117,34,1
213,198,69,34,26,16,106,179,118,117,106,34,16,1
26,205,179,118,198,106,16,34,16,153,117,106,34,1
179,26,34,106,183,16,198,160,114,106,117,34,16,1
106,34,118,26,174,16,198,179,34,106,94,117,16,0
26,69,16,179,189,34,198,106,117,32,106,34,16,1
179,198,106,39,26,16,32,34,16,117,106,34,43,1
26,106,25,16,137,34,179,198,106,34,188,16,117,0
179,106,26,125,34,198,16,91,34,106,117,16,6,0
179,34,106,114,16,93,26,198,106,16,156,117,34,0
44,16,179,198,26,106,66,34,117,106,16,8,34,1
179,21,106,26,16,34,198,72,94,34,16,117,106,0
26,34,193,198,179,16,106,192,117,53,16,106,34,1
34,96,198,179,106,9,26,16,17,16,34,117,106,0
156,198,106,26,179,34,16,142,117,75,106,34,16,1
16,106,17,179,198,34,73,26,16,106,117,34,66,0
198,179,43,16,138,26,34,106,16,106,117,189,34,0
198,34,14,106,26,201,179,16,34,16,101,106,117,1
179,16,26,34,198,141,106,92,34,19,106,117,16,1
179,198,16,34,105,160,26,106,183,106,16,34,117,0
179,106,10,26,34,16,198,108,117,34,206,106,16,1
16,179,194,34,106,198,211,26,16,100,106,117,34,1
16,34,106,198,179,193,26,177,182,106,117,16,34,1
141,153,16,198,179,106,26,34,34,106,175,16,117,0
162,179,106,51,34,26,198,16,34,16,117,103,106,0
26,46,34,179,198,16,62,106,34,18,117,16,106,0
6,106,113,34,198,16,179,26,40,117,106,16,34,1
106,198,16,34,179,26,150,202,34,117,78,16,106,0
198,16,34,179,106,89,26,90,106,43,34,16,117,0
16,210,34,179,26,198,106,195,134,34,16,117,106,1
179,26,87,34,16,175,198,106,34,106,9,16,117,1
198,116,34,201,179,106,16,26,117,122,106,34,16,0
16,179,83,106,34,26,24,198,16,34,117,6,106,0
179,198,16,26,31,34,106,178,134,106,16,34,117,1
179,198,26,34,106,16,128,38,213,106,117,34,16,0
34,16,83,106,26,198,148,179,8,16,117,34,106,1
106,198,79,16,179,5,26,34,16,117,34,106,204,1
110,34,198,106,16,179,26,193,106,34,16,117,114,1
132,183,106,179,16,198,34,26,106,149,34,117,16,0
16,26,157,106,34,198,179,9,181,117,16,34,106,1
16,26,167,198,142,106,34,179,94,117,16,34,106,1
27,106,16,26,179,198,134,34,153,34,106,16,117,1
34,106,179,198,55,26,141,16,117,34,182,106,16,1
16,106,198,203,26,179,34,100,34,154,106,16,117,1
69,16,150,179,26,198,34,106,124,117,106,34,16,0
16,159,102,106,34,26,179,198,34,16,106,117,20,0
121,16,34,198,26,179,106,201,125,106,117,34,16,1
106,185,16,198,26,4,34,179,106,94,16,117,34,1
26,198,34,140,106,36,179,16,18,106,117,16,34,1
198,121,106,34,36,26,16,179,106,1,16,117,34,1
34,16,13,198,175,26,106,179,16,117,128,106,34,1
26,52,16,198,179,89,106,34,117,34,16,94,106,0
198,179,26,34,178,16,106,81,182,106,34,117,16,1
179,198,26,108,105,34,106,16,34,10,106,117,16,0
179,26,34,130,198,92,106,16,117,16,101,106,34,1
103,191,198,179,26,106,34,16,8,106,117,34,16,1
106,34,16,198,179,76,26,140,106,34,16,207,117,0
197,16,198,106,140,179,34,26,16,34,106,153,117,1
179,187,34,16,4,106,26,198,104,106,117,34,16,1
10,16,30,179,198,26,106,34,89,34,106,117,16,1
179,141,198,16,33,34,26,106,106,16,7,117,34,0
106,34,198,125,179,16,110,26,16,175,34,106,117,0
179,108,106,198,34,26,16,125,66,34,117,16,106,0
106,104,198,34,26,179,170,16,16,106,5,34,117,0
133,179,198,106,203,16,26,34,16,106,10,117,34,0
26,126,34,106,16,179,53,198,34,16,117,106,67,0
179,26,16,106,34,198,146,56,117,34,106,16,204,0
16,179,92,198,106,34,26,130,117,16,80,34,106,1
16,181,52,179,34,198,106,26,117,34,63,16,106,0
198,26,9,16,179,34,106,14,75,117,34,16,106,1
34,179,212,106,38,198,26,16,45,106,16,117,34,0
34,198,106,179,26,211,122,16,16,117,106,153,34,1
50,34,150,106,179,26,16,198,16,34,106,51,117,1
34,106,16,198,26,112,179,122,34,16,106,117,55,0
208,16,26,198,30,179,34,106,37,16,117,106,34,1
34,198,179,16,26,106,159,127,106,76,34,16,117,0
106,26,179,198,121,34,9,16,18,16,34,117,106,1
106,26,16,198,56,79,34,179,41,117,34,106,16,1
198,120,26,179,34,16,33,106,193,16,34,117,106,0
47,34,150,179,198,106,16,26,117,133,34,106,16,1
16,26,105,179,198,22,106,34,34,197,117,16,106,0
16,106,49,198,34,179,26,114,117,106,16,34,36,0
16,130,175,179,198,26,34,106,16,34,207,117,106,0
121,106,204,26,179,16,198,34,106,117,80,34,16,0
95,26,16,197,179,34,106,198,34,16,106,201,117,1
195,106,16,179,26,198,34,202,106,16,117,34,25,1
179,34,28,106,198,26,16,208,212,106,117,34,16,0
26,16,198,82,179,106,66,34,106,16,117,212,34,1
179,26,198,16,132,34,106,125,34,16,187,117,106,0
198,116,16,106,34,136,26,179,117,154,16,34,106,1
16,34,4,26,106,179,198,92,34,117,106,195,16,1
16,30,198,34,106,179,26,12,106,152,34,117,16,1
174,16,179,106,198,34,26,149,16,117,34,106,104,1
26,179,16,106,34,97,198,56,34,118,16,117,106,0
26,34,198,179,87,16,106,207,106,16,18,34,117,1
34,151,179,106,26,213,16,198,117,16,34,20,106,1
198,106,120,34,89,16,179,26,106,34,117,125,16,0
198,26,36,22,106,34,16,179,16,34,117,80,106,1
16,124,198,179,106,34,26,138,212,34,106,117,16,1
14,26,198,100,34,16,106,179,117,18,34,16,106,0
16,34,179,106,160,92,26,198,106,34,117,16,56,1
16,106,198,26,118,91,34,179,43,34,106,117,16,1
61,26,106,133,179,16,34,198,106,51,34,16,117,1
34,26,86,16,198,106,179,76,106,34,117,16,154,1
106,164,26,101,16,179,34,198,34,16,106,117,124,0
198,196,106,34,179,16,45,26,133,117,16,34,106,1
106,179,198,34,91,83,16,26,16,117,34,150,106,1
16,32,26,106,139,34,179,198,16,106,117,34,125,1
29,34,179,16,198,76,26,106,16,106,117,34,37,1
26,97,17,106,198,34,179,16,106,194,34,16,117,1
16,26,179,198,175,34,106,191,197,106,117,34,16,0
34,198,179,177,26,5,106,16,106,16,20,34,117,1
179,34,198,73,26,16,183,106,34,195,117,106,16,1
13,34,5,106,16,198,179,26,152,34,16,106,117,1
34,110,106,179,5,26,16,198,16,106,34,117,180,1
179,16,34,198,26,68,106,48,117,106,34,25,16,1
179,31,26,34,106,199,16,198,178,106,34,117,16,0
16,26,71,198,186,179,34,106,34,106,16,92,117,0
179,54,16,26,34,75,198,106,106,34,117,168,16,0
179,198,16,114,119,34,106,26,16,117,106,34,66,0
148,16,198,150,179,106,34,26,117,34,16,106,105,1
34,197,16,198,106,179,26,113,16,149,34,117,106,1
16,26,179,7,106,191,198,34,117,125,34,106,16,1
198,34,172,16,26,94,106,179,16,183,117,106,34,0
16,26,179,158,106,194,198,34,16,117,34,106,83,0
16,26,198,34,31,106,179,195,117,72,106,34,16,1
170,20,26,34,179,106,16,198,34,106,194,117,16,1
86,189,34,179,16,26,198,106,117,67,16,34,106,1
4,26,43,16,198,106,34,179,34,104,117,106,16,1
26,58,106,16,144,198,34,179,117,16,40,106,34,1
34,26,16,198,177,152,106,179,34,16,159,117,106,1
179,197,16,34,198,44,26,106,34,106,124,117,16,1
106,16,48,198,203,34,26,179,185,117,106,16,34,1
194,3,198,16,106,26,179,34,117,16,55,106,34,0
198,179,26,106,34,9,28,16,34,83,16,106,117,1
106,26,179,16,198,45,34,123,106,117,94,34,16,0
198,34,179,16,32,121,106,26,16,34,124,106,117,0
113,55,179,16,198,106,26,34,34,12,16,117,106,1
179,34,106,99,198,26,154,16,34,106,197,16,117,0
26,34,16,106,179,43,198,27,117,34,16,106,9,0
106,26,130,198,16,179,34,212,117,34,53,106,16,1
179,34,182,26,106,198,16,107,106,34,197,16,117,0
106,16,17,163,198,34,179,26,106,16,117,34,5,0
179,34,171,16,168,198,106,26,106,34,16,117,55,0
26,198,113,16,100,34,106,179,106,16,117,75,34,1
106,74,198,34,16,179,32,26,159,16,34,117,106,1
34,16,98,179,198,106,58,26,34,106,117,16,208,1
106,179,16,26,14,19,34,198,16,34,185,117,106,0
179,16,34,106,118,61,198,26,117,16,34,106,193,0
26,179,198,100,16,87,106,34,117,16,34,36,106,0
34,16,47,179,26,198,1,106,16,106,75,34,117,1
26,11,34,179,16,103,198,106,117,106,100,16,34,1
191,179,45,16,198,26,106,34,16,106,34,208,117,1
26,179,198,143,83,34,16,106,106,16,199,117,34,1
164,106,125,16,198,26,179,34,18,117,34,16,106,1
34,134,16,179,26,198,109,106,80,34,106,16,117,1
191,34,16,26,188,106,179,198,106,34,94,16,117,0
198,50,16,26,17,179,106,34,133,117,16,34,106,1
34,106,198,16,26,153,179,138,194,117,34,16,106,0
203,106,179,198,26,16,114,34,34,117,63,106,16,1
16,198,34,2,12,26,179,106,106,34,103,117,16,1
34,49,106,134,26,198,179,16,106,117,167,16,34,0
166,26,106,198,34,72,179,16,106,34,16,117,75,1
198,74,26,34,106,16,89,179,16,106,117,150,34,0
179,198,26,34,29,16,106,62,16,117,7,106,34,0
198,26,34,125,179,106,31,16,7,106,117,16,34,0
26,67,34,198,179,16,174,106,34,100,117,106,16,1
159,64,179,16,34,26,198,106,106,34,9,117,16,0
16,198,179,106,34,6,44,26,106,117,34,16,199,1
16,106,26,198,1,179,88,34,16,17,106,117,34,0
16,26,106,179,198,68,7,34,58,16,34,117,106,1
26,198,16,179,106,12,112,34,106,16,20,117,34,0
179,34,198,16,182,106,139,26,178,16,34,117,106,0
179,154,106,26,34,198,165,16,106,16,117,41,34,0
16,26,198,179,141,106,201,34,117,34,53,16,106,1
16,179,34,198,106,26,164,32,117,103,106,34,16,1
179,198,26,78,34,16,79,106,34,58,106,16,117,1
179,16,26,34,106,200,198,53,106,16,117,89,34,0
182,106,4,26,34,198,179,16,34,16,106,117,36,0
198,153,106,26,87,34,16,179,117,106,34,10,16,0
106,115,16,198,26,199,179,34,34,199,106,16,117,0
5,165,16,26,34,179,106,198,106,63,34,117,16,1
134,16,179,198,34,140,26,106,106,34,16,33,117,1
106,16,53,26,179,34,198,127,106,34,16,153,117,0
34,198,16,80,26,179,200,106,83,106,34,16,117,0
106,34,16,133,198,179,26,99,106,40,117,34,16,0
35,106,16,179,198,26,34,105,34,117,106,16,51,1
139,34,124,179,106,198,26,16,72,117,106,16,34,1
26,198,35,179,106,34,43,16,117,106,34,56,16,1
106,198,16,123,179,34,26,51,188,16,34,117,106,0
34,16,26,106,139,179,198,6,189,16,106,34,117,0
159,34,198,106,179,138,16,26,118,16,106,34,117,0
63,16,34,84,198,26,106,179,16,106,40,117,34,0
16,179,106,198,26,34,75,23,117,106,201,16,34,0
198,16,33,34,106,54,179,26,34,117,156,16,106,0
16,133,34,26,179,52,106,198,34,117,106,48,16,0
179,198,20,157,16,26,106,34,106,117,8,34,16,1
26,96,179,16,106,34,56,198,34,106,117,37,16,0
16,124,34,151,106,26,179,198,106,16,34,25,117,1
106,189,179,198,16,34,172,26,117,136,106,34,16,1
179,208,198,16,106,34,26,191,6,16,34,117,106,0
95,16,106,179,26,77,34,198,34,12,117,106,16,0
179,26,33,16,34,106,198,27,117,16,175,34,106,0
16,26,176,34,179,106,199,198,34,117,16,32,106,0
34,76,198,16,106,162,26,179,117,106,48,16,34,0
16,26,197,34,198,79,179,106,117,34,25,16,106,1
26,106,198,179,34,16,92,70,16,34,106,178,117,1
16,34,198,179,116,75,26,106,16,193,106,34,117,0
198,16,34,126,26,178,179,106,16,117,106,37,34,1
198,106,62,91,16,179,26,34,133,106,34,16,117,0
198,42,185,106,179,26,16,34,34,124,16,117,106,1
34,160,26,198,179,106,16,136,32,117,106,16,34,0
1,57,198,16,179,34,106,26,117,106,10,16,34,0
26,106,16,124,34,109,179,198,106,16,34,37,117,1
106,34,179,26,16,210,168,198,16,106,34,32,117,0
26,198,34,16,96,106,179,103,117,212,16,34,106,0
198,53,34,57,106,179,26,16,106,34,117,16,152,0
198,106,26,16,149,179,108,34,204,117,34,16,106,1
202,198,16,26,180,106,179,34,16,34,117,106,51,1
179,26,34,106,198,16,168,73,16,106,117,34,51,1
106,128,171,34,179,198,26,16,34,106,117,72,16,1
106,179,198,16,26,36,34,0,183,117,106,34,16,0
16,106,26,179,198,41,34,98,66,34,16,117,106,0
106,187,198,34,179,26,184,16,106,34,212,16,117,1
34,179,26,16,98,198,62,106,188,117,34,106,16,0
16,179,106,26,34,98,198,186,40,117,34,106,16,0
30,26,179,198,106,16,34,154,34,117,153,106,16,0
18,26,198,31,106,16,179,34,117,34,16,106,83,0
